"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"46","New book for tonight by @nireyal Ì†ΩÌ≥ñ http://t.co/HFIsOSj89l",FALSE,2308,NA,2014-10-13 23:34:54,FALSE,NA,"521806314721132544",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",5331,FALSE,FALSE,NA,NA
"47","Talking life with my boy  http://t.co/1ok48rBXcs",FALSE,2959,NA,2014-10-12 21:48:18,FALSE,NA,"521417097742934017",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",6743,FALSE,FALSE,NA,NA
"48","If you're trying to do something great, there will be roadblocks. I run into them. They should never stop you.",FALSE,2647,NA,2014-10-10 06:35:24,FALSE,NA,"520462583795425281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",5751,FALSE,FALSE,NA,NA
"49","Check out @MaggieElliott13 on @shots http://t.co/req7XubiAc",FALSE,1883,NA,2014-10-10 01:39:45,FALSE,NA,"520388183108775936",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",4639,FALSE,FALSE,NA,NA
"50","Fun / funny times on #facetime @YeshuaTheGudwin @christiand @rudymancuso http://t.co/dd6IzdTHXL",FALSE,1653,NA,2014-10-10 01:11:29,FALSE,NA,"520381067295862784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",3826,FALSE,FALSE,NA,NA
"51","@exhalingbiebur yes but will be out for iPhone in less than 2 weeks.",FALSE,900,"exhalingbiebur",2014-10-09 20:21:32,FALSE,"520304733714907136","520308099966443520","142286731","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john",2076,FALSE,FALSE,NA,NA
"52","Check out @TheBieberZot_ on @shots http://t.co/hh3XhEFnXt",FALSE,1668,NA,2014-10-09 15:09:53,FALSE,NA,"520229670201987072",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",3924,FALSE,FALSE,NA,NA
"53","Time for bed",FALSE,1885,NA,2014-10-09 11:36:47,FALSE,NA,"520176042179190784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john",3783,FALSE,FALSE,NA,NA
"54","work http://t.co/YgDPc7Lizp",FALSE,1716,NA,2014-10-09 02:32:23,FALSE,NA,"520039040435748864",NA,"<a href=""http://shots.me"" rel=""nofollow"">Shots App</a>","john",3776,FALSE,FALSE,NA,NA
"55","@kidrauhI1d thx!",FALSE,825,"kidrauhi1d",2014-10-09 02:25:50,FALSE,"520036436578684928","520037392791511040","291158142","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john",1640,FALSE,FALSE,NA,NA
"56","@bieebsismyhero sparkling water like always",FALSE,772,"bieebsismyhero",2014-10-09 02:19:23,FALSE,"520029684047048704","520035769386147840","157677598","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john",1540,FALSE,FALSE,NA,NA
"57","@ineedjbsfollow_ @sammy @shots i love it",FALSE,879,"ineedjbsfollow_",2014-10-09 01:53:33,FALSE,"520028436002504704","520029265900101633","2736803079","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john",1759,FALSE,FALSE,NA,NA
"58","@sammy @YeshuaTheGudwin yeah man come back this weekend!",FALSE,713,"sammy",2014-10-09 01:41:28,FALSE,"520006473456156672","520026227696873473","21636767","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john",1490,FALSE,FALSE,NA,NA
"59","Thoughts and prayers to the family of the Cal Fire Aviator whose tanker went down in Yosemite http://t.co/Gv5rMDsuAB",FALSE,1385,NA,2014-10-08 23:41:57,FALSE,NA,"519996149889908736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","john",2876,FALSE,FALSE,NA,NA
